ROW,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48
R15,7370.908182045606,200755.37587929395,207707,95027,205566,205244,190619,206085,213404,204906,201023,195220,221977,211264,190758,196339,203241,200294,200145,211097,219791,205783,6669.737726544586,210366.18016725167,6646.717897418152,206700.28291465854,189193,204630,213174,214625,188774,210850,217764,228761,188036,204663,207008,202176,211969,212324,93772,201483,201918,194487,211015,191227,6214.777909532574,198380.34513987615
R16,6599.994477703973,206091.17703141295,212518,209668,210742,213173,198715,211804,196915,218690,193996,208836,168979,179813,207882,183179,183632,217156,172073,218588,200278,194086,7339.925805749656,208635.2168112963,6763.202425025302,222720.28048479618,192297,203822,184927,195927,208574,222318,188978,203287,157843,218015,197608,214557,194924,212833,191082,221286,188290,219271,193217,208503,6166.638938996155,204959.25393390065
R17,6124.253724563613,206152.6848663166,221744,204965,205244,187603,176413,190974,182073,186482,201392,184892,197453,205027,208296,200804,213022,175010,229738,212536,188809,187296,5795.144025245238,187691.032751241,5693.543583928707,216507.66171874595,206936,186968,184628,205228,197729,210614,201264,195342,194697,201279,145903,215298,195457,219929,181357,228819,192556,172374,199381,192223,6057.518392377026,200389.09553855003
R18,6192.045092479712,182382.3042639379,189978,180894,194678,208494,192467,180999,194865,227674,146609,197316,195009,207603,200590,193348,223365,193183,188900,169920,200754,180501,6473.462399824635,205113.7625949055,6410.1850137338915,196319.2187655211,199878,190817,205075,191129,198293,209205,192766,203317,212639,230989,189234,218974,209371,176916,194211,196074,187956,224840,198625,211353,7337.843887311161,204121.11340936297
R19,6388.254704746415,190745.23635656267,125785,192290,222050,199437,207308,216991,177627,199411,197678,214052,207334,197734,174246,194624,197227,227862,193219,225269,197951,207909,6238.737710953806,199147.1829160111,6652.449552201607,205887.44930807233,188001,240773,210833,143441,193036,200830,202846,224845,181038,189923,200263,177915,194097,194559,197771,191726,194652,198055,221748,196804,7644.254007790883,192589.0985074244
R20,5576.598872407469,185742.9285113818,212548,194560,214525,198243,201068,207334,185122,198977,187034,187087,46113,221430,214317,203815,184200,181669,180312,200395,192224,188900,6995.492251785706,193015.7020574638,7205.517595336202,188596.03223773456,212800,214550,208028,180427,226870,189647,193554,187630,190339,190321,253330,202439,212150,193665,205968,212386,231957,216528,206744,215193,8061.642757653162,209347.0483262468
R21,7371.041054919817,197076.95463879337,205844,231695,192498,193378,183169,197842,182627,204527,218393,218201,250531,200773,203035,200001,194401,201695,208543,227072,179477,213964,6452.691350704492,201057.8128053649,6317.712358087605,208027.43275885377,185382,197451,16166,211594,197093,196720,200440,208702,186333,211864,213610,207066,201853,206909,207389,204112,182399,224983,178105,199992,6887.022053219617,195807.34889172012
R22,7358.262023551262,203816.11293958384,200530,136988,216095,201071,199614,181751,228276,189250,199853,200472,207580,221545,200804,206284,208527,193784,181655,199719,204690,193477,7038.370942822648,207184.8857149514,7121.277262946449,189148.03653819417,193205,216333,195727,174881,209547,183838,203222,163514,201633,203718,194828,231522,189659,184957,158125,204832,207721,212925,281682,221752,6810.344501715054,204668.83019158654
R23,6450.875050603313,189578.78814644186,198563,198639,199899,195234,22448,180224,192151,208621,192029,189115,202409,192008,181791,198857,210682,203933,211726,195383,235945,180949,7266.600595663309,197545.5784362194,6360.779001687602,218793.46101066083,197630,200393,192165,204443,189860,166784,200055,187177,195210,198046,227611,186596,203543,213309,219489,189166,208874,208612,192959,205077,6634.297299893268,187149.51446434428
R24,6777.903073987434,203495.91487616123,211549,217905,217658,185657,197663,208555,223567,216490,182842,215889,194740,220508,194751,188395,207565,205605,208166,203536,207948,205165,6785.46249398837,183088.62780501667,6859.925960826467,204707.54654880127,199530,198931,200058,201982,193260,200034,154383,210098,184346,104942,182508,142119,201980,238006,209201,197785,192207,208305,192725,195820,6832.375452394225,183613.61122786227
R25,6487.06664163865,206434.8717792933,196522,193206,211369,196024,215509,196909,183336,213132,198936,204205,220312,191271,189000,188809,204503,207962,184818,204697,203383,218622,6558.070026125845,198152.31515338557,6198.068137352441,192114.39321832644,195472,211453,194677,185263,210763,209210,188161,184912,220015,183709,194847,204644,191470,202262,190050,193928,227918,225652,208518,215180,6881.059967095383,195348.94626057113
R26,6386.402311276186,208238.52618056303,180439,213328,190814,184830,208540,184592,218101,198164,199116,188625,201996,198227,189811,219392,206850,208097,192240,187930,196034,229053,5903.652022152187,199109.8237518551,6689.237063735787,184859.39744574204,210239,193494,188977,194490,205282,190987,232254,210154,211122,183517,182878,207621,212301,263310,194395,202207,174951,188353,217510,203983,6372.814379693529,191840.01358917097
R27,5952.1763485713755,194348.14283865178,194532,211121,200611,190963,170713,195193,214088,221256,189742,195390,198723,174426,200448,181310,180495,213825,194293,191818,197583,181623,5597.710207011112,196908.6420926202,5496.0491720490845,191978.46970577948,199283,232833,205245,193321,190758,201773,214372,10401,193817,203087,196323,215574,208931,184470,182957,193372,213008,75904,198857,193643,6670.796229542845,188878.28092864525
R28,7504.124301561087,196750.4296580507,201390,194116,191273,200882,193843,182593,198321,197036,206687,233132,187035,207576,205564,189244,187154,184716,247767,203653,195459,210455,6371.415774799246,180765.77742654574,6222.585022573015,196333.62543441702,208781,185818,208212,224885,239817,207507,199704,185298,204997,201769,206558,211283,175934,216404,190893,189681,193634,207260,209652,201092,6386.395372934486,204569.79870021588
R29,5987.733024722345,213708.93164799173,207625,199847,211552,201636,210985,192018,197900,175148,197966,211287,166069,177338,210012,46209,190955,215234,202050,209440,174428,204481,6997.715472070839,215226.3483229753,6627.580751466478,189616.6700689392,182570,198188,228280,183027,224384,178496,201112,205237,182521,207245,199576,220012,203307,188587,197195,197962,174852,199916,191886,190612,7232.446178537845,193645.4777888042
R30,7200.315326831094,198062.34678544503,258225,221279,188794,215569,183289,152237,217835,221133,175825,202205,204539,217290,190203,185711,198175,216922,191662,164874,199929,228894,7314.81841321729,212559.40818326146,6886.969809703973,208744.1106788182,202212,220192,198014,179673,181108,203807,202763,186773,203104,204549,211785,206765,186200,245987,202730,208386,193039,181504,215589,186649,6317.4872462797985,199967.88482780033
R31,6003.52316367481,192545.49700989132,180939,193932,208157,82744,198723,192263,218681,175585,197886,191174,202917,208123,213579,200188,219155,189928,182633,203372,223203,196612,6371.777660722381,193563.91457373634,6542.708159603032,188400.90831582723,197144,216209,163003,187293,190638,194584,190357,209892,193311,225731,209317,230080,192920,200785,202458,184668,203780,189286,196309,194664,5999.781065045133,201821.50598820506
R32,6786.014539214374,202037.95142731475,206478,186933,169394,165496,195934,200265,209216,180237,197270,189862,176053,222918,198848,174966,196216,211738,208439,208071,229464,186086,6130.029028034885,180452.71190401545,8007.040664410897,211109.2943007632,208505,193427,233120,213732,201186,272634,188592,188896,217994,213776,186796,220638,189763,205516,204322,208695,169723,214505,192758,161195,7427.443258159481,214784.98536616372
